dataset,model_size,milestone,vocab_size,seed,task,split,accuracy,f1,mcc
babylm3,60m,1250M,16000,1,qqp,val,0.8818469149374742,0.8412774598486247,0.7472419190280373
babylm3,60m,1250M,16000,1,rte,test,0.5523465703971119,0.5441176470588235,0.10584312710122833
babylm3,60m,1250M,16000,1,rte,val,0.5903614457831325,0.5887096774193549,0.18070967741935484
babylm3,60m,1250M,16000,1,wsc,test,0.6346153846153846,0.0,0.0
babylm3,60m,1250M,16000,1,wsc,val,0.5357142857142857,0.0,0.0
babylm3,60m,1250M,16000,2,boolq,test,0.6636085626911316,0.7289305076392312,0.28574792650060027
babylm3,60m,1250M,16000,2,boolq,val,0.7020148462354189,0.7612574341546304,0.36492626399052785
babylm3,60m,1250M,16000,2,mnli,test,0.751299032093734,0.7507095932120079,0.6271631887001583
babylm3,60m,1250M,16000,2,mnli,val,0.7578365715158769,0.7577126136114294,0.6367861358928579
babylm3,60m,1250M,16000,2,mrpc,test,0.7549019607843137,0.8376623376623377,0.3830574085239994
babylm3,60m,1250M,16000,2,mrpc,val,0.7465940054495913,0.8214971209213052,0.3936808229009208
babylm3,60m,1250M,16000,2,multirc,test,0.6027227722772277,0.5367965367965368,0.189020881638803
babylm3,60m,1250M,16000,2,multirc,val,0.6488330341113105,0.5904522613065326,0.2858096987094341
babylm3,60m,1250M,16000,2,qqp,test,0.8816720257234727,0.8393768466290625,0.7457127425343115
babylm3,60m,1250M,16000,2,qqp,val,0.884155558609317,0.8438021122846026,0.7517592731503491
babylm3,60m,1250M,16000,2,rte,test,0.5342960288808665,0.4860557768924303,0.06200460396092957
babylm3,60m,1250M,16000,2,rte,val,0.606425702811245,0.5739130434782609,0.214639227937988
babylm3,60m,1250M,16000,2,wsc,test,0.6346153846153846,0.0,0.0
babylm3,60m,1250M,16000,2,wsc,val,0.5357142857142857,0.0,0.0
babylm3,60m,1500M,16000,0,boolq,test,0.6691131498470948,0.7350636630754163,0.29455299105450045
babylm3,60m,1500M,16000,0,boolq,val,0.711558854718982,0.7721943048576214,0.3796944615999076
babylm3,60m,1500M,16000,0,mnli,test,0.754253693326541,0.7534909709413662,0.6313057125775254
babylm3,60m,1500M,16000,0,mnli,val,0.7554429477222377,0.7551002104549358,0.6332707352182972
babylm3,60m,1500M,16000,0,mrpc,test,0.7549019607843137,0.8422712933753943,0.3800941047408947
babylm3,60m,1500M,16000,0,mrpc,val,0.7438692098092643,0.8303249097472925,0.3630919145503948
babylm3,60m,1500M,16000,0,multirc,test,0.6266501650165016,0.5557191948944527,0.2340840142534977
babylm3,60m,1500M,16000,0,multirc,val,0.6653500897666068,0.6132780082987552,0.32023317168193755
babylm3,60m,1500M,16000,0,qqp,test,0.8805342567400445,0.8389355742296919,0.7440490447251872
babylm3,60m,1500M,16000,0,qqp,val,0.8850075580596399,0.8455518641565153,0.7540269780811327
babylm3,60m,1500M,16000,0,rte,test,0.5812274368231047,0.5886524822695035,0.16827484937231516
babylm3,60m,1500M,16000,0,rte,val,0.5863453815261044,0.5761316872427984,0.17268332286477775
babylm3,60m,1500M,16000,0,wsc,test,0.6346153846153846,0.0,0.0
babylm3,60m,1500M,16000,0,wsc,val,0.5357142857142857,0.0,0.0
babylm3,60m,1500M,16000,1,boolq,test,0.6685015290519878,0.741904761904762,0.28108804780422314
babylm3,60m,1500M,16000,1,boolq,val,0.6871686108165429,0.7539616346955796,0.32544293083821924
babylm3,60m,1500M,16000,1,mnli,test,0.7538461538461538,0.7530396657835389,0.6306162903492908
babylm3,60m,1500M,16000,1,mnli,val,0.7557485167171705,0.7553946890864459,0.6337928059629211
babylm3,60m,1500M,16000,1,mrpc,test,0.75,0.8271186440677966,0.3879446530683994
babylm3,60m,1500M,16000,1,mrpc,val,0.7493188010899182,0.8250950570342205,0.395789315911299
babylm3,60m,1500M,16000,1,multirc,test,0.6146864686468647,0.47879464285714285,0.19099810304204173
babylm3,60m,1500M,16000,1,multirc,val,0.6312387791741472,0.5260729118597139,0.24503115571544373
babylm3,60m,1500M,16000,1,qqp,test,0.8823893148651991,0.8406981808435794,0.7474906052060153
babylm3,60m,1500M,16000,1,qqp,val,0.8838807200769548,0.843732662647483,0.7513875490315809
babylm3,60m,1500M,16000,1,rte,test,0.555956678700361,0.5461254612546126,0.11267175608274864
babylm3,60m,1500M,16000,1,rte,val,0.5943775100401606,0.5877551020408164,0.1887182276520929
babylm3,60m,1500M,16000,1,wsc,test,0.6346153846153846,0.0,0.0
babylm3,60m,1500M,16000,1,wsc,val,0.5357142857142857,0.0,0.0
babylm3,60m,1500M,16000,2,boolq,test,0.6825688073394496,0.7575899112564223,0.3044987880271095
babylm3,60m,1500M,16000,2,boolq,val,0.6903499469777307,0.761437908496732,0.3242961223529446
babylm3,60m,1500M,16000,2,mnli,test,0.7517065715741212,0.751192672687122,0.6280130720497245
babylm3,60m,1500M,16000,2,mnli,val,0.7572763616918337,0.757218475716756,0.6359248785051218
babylm3,60m,1500M,16000,2,mrpc,test,0.7671568627450981,0.8403361344537815,0.4277363326893533
babylm3,60m,1500M,16000,2,mrpc,val,0.7547683923705722,0.8295454545454546,0.40775696213189855
babylm3,60m,1500M,16000,2,multirc,test,0.6219059405940595,0.4965668772315298,0.20836999651937085
babylm3,60m,1500M,16000,2,multirc,val,0.6438061041292639,0.5453712190650779,0.27194299987144543
babylm3,60m,1500M,16000,2,qqp,test,0.881820430373485,0.8417251888167484,0.7476438160755662
babylm3,60m,1500M,16000,2,qqp,val,0.8852274288855297,0.8471337579617835,0.7555485777349757
babylm3,60m,1500M,16000,2,rte,test,0.5234657039711191,0.5,0.044882188105855425
babylm3,60m,1500M,16000,2,rte,val,0.6144578313253012,0.5897435897435898,0.23001509338401116
babylm3,60m,1500M,16000,2,wsc,test,0.6346153846153846,0.0,0.0
babylm3,60m,1500M,16000,2,wsc,val,0.5357142857142857,0.0,0.0
babylm3,60m,1750M,16000,0,boolq,test,0.689908256880734,0.7703804347826086,0.31126036381285727
babylm3,60m,1750M,16000,0,boolq,val,0.7009544008483564,0.7813953488372093,0.3325617560108635
babylm3,60m,1750M,16000,0,mnli,test,0.7539480387162506,0.7527220070809485,0.6305952551944941
babylm3,60m,1750M,16000,0,mnli,val,0.7530238598456876,0.7524043431861429,0.6299157278413574
babylm3,60m,1750M,16000,0,mrpc,test,0.7549019607843137,0.8316498316498316,0.3970021881338941
babylm3,60m,1750M,16000,0,mrpc,val,0.7438692098092643,0.8212927756653993,0.382207765753333
babylm3,60m,1750M,16000,0,multirc,test,0.6501650165016502,0.5515600211528292,0.27265726311709937
babylm3,60m,1750M,16000,0,multirc,val,0.6664272890484739,0.5887560867640549,0.31985825907937004
babylm3,60m,1750M,16000,0,qqp,test,0.8811526094484294,0.8397959523888907,0.7453942850500374
babylm3,60m,1750M,16000,0,qqp,val,0.8844853648481517,0.8452218744245995,0.7531978171993557
babylm3,60m,1750M,16000,0,rte,test,0.5306859205776173,0.5454545454545454,0.06840997889146429
babylm3,60m,1750M,16000,0,rte,val,0.5863453815261044,0.5726141078838174,0.17276398508063806
babylm3,60m,1750M,16000,0,wsc,test,0.6346153846153846,0.0,0.0
babylm3,60m,1750M,16000,0,wsc,val,0.5357142857142857,0.0,0.0
babylm3,60m,1750M,16000,1,boolq,test,0.6779816513761467,0.7533380182712579,0.2954317267969653
babylm3,60m,1750M,16000,1,boolq,val,0.7062566277836692,0.774613506916192,0.35797758088438714
babylm3,60m,1750M,16000,1,mnli,test,0.7569026999490576,0.7563508611463812,0.6355381388174934
babylm3,60m,1750M,16000,1,mnli,val,0.755035522395661,0.7548851657995677,0.6326199988573012
babylm3,60m,1750M,16000,1,mrpc,test,0.7352941176470589,0.8223684210526315,0.33379109974745913
babylm3,60m,1750M,16000,1,mrpc,val,0.7411444141689373,0.8197343453510436,0.374470640299304
babylm3,60m,1750M,16000,1,multirc,test,0.608085808580858,0.49575371549893843,0.18309575874340295
babylm3,60m,1750M,16000,1,multirc,val,0.636983842010772,0.5488621151271754,0.25794084579860505
babylm3,60m,1750M,16000,1,qqp,test,0.8827850605985654,0.8405933600188368,0.7479119183453263
babylm3,60m,1750M,16000,1,qqp,val,0.8843754294352069,0.8433088755633357,0.7516961182730298
babylm3,60m,1750M,16000,1,rte,test,0.5342960288808665,0.49411764705882355,0.06336342385275022
babylm3,60m,1750M,16000,1,rte,val,0.5903614457831325,0.575,0.1808721921390446
babylm3,60m,1750M,16000,1,wsc,test,0.6346153846153846,0.0,0.0
babylm3,60m,1750M,16000,1,wsc,val,0.5357142857142857,0.0,0.0
babylm3,60m,1750M,16000,2,boolq,test,0.6611620795107034,0.7351816443594646,0.2667462953747297
babylm3,60m,1750M,16000,2,boolq,val,0.6956521739130435,0.7657142857142857,0.33568038051456683
babylm3,60m,1750M,16000,2,mnli,test,0.7543555781966378,0.7540901392274281,0.6319993359029938
babylm3,60m,1750M,16000,2,mnli,val,0.7559013012146367,0.7561865898564744,0.634049439626432
babylm3,60m,1750M,16000,2,mrpc,test,0.7524509803921569,0.8357723577235773,0.3765818538201168
babylm3,60m,1750M,16000,2,mrpc,val,0.7329700272479565,0.8143939393939394,0.3530064617742998
babylm3,60m,1750M,16000,2,multirc,test,0.6120049504950495,0.5349814585908529,0.2027056250942086
babylm3,60m,1750M,16000,2,multirc,val,0.6524236983842011,0.595655806182122,0.2933417611559678
babylm3,60m,1750M,16000,2,qqp,test,0.8814246846401187,0.8383572729111876,0.7447434704656998
babylm3,60m,1750M,16000,2,qqp,val,0.8828363336539783,0.8409506398537477,0.7482182395355403
babylm3,60m,1750M,16000,2,rte,test,0.5703971119133574,0.5672727272727273,0.14326770638679345
babylm3,60m,1750M,16000,2,rte,val,0.5943775100401606,0.5809128630705395,0.18885759985245956
babylm3,60m,1750M,16000,2,wsc,test,0.625,0.1702127659574468,0.050534141989432194
babylm3,60m,1750M,16000,2,wsc,val,0.5357142857142857,0.0,0.0
babylm3,60m,2000M,16000,0,boolq,test,0.6758409785932722,0.75,0.2933219980596028
babylm3,60m,2000M,16000,0,boolq,val,0.6967126193001061,0.7644151565074135,0.341303035410866
babylm3,60m,2000M,16000,0,mnli,test,0.757208354559348,0.7566746849699331,0.6358607129751873
babylm3,60m,2000M,16000,0,mnli,val,0.7547808815665504,0.7545824770475079,0.6323641362441339
babylm3,60m,2000M,16000,0,mrpc,test,0.7450980392156863,0.8375,0.3490274763041619
babylm3,60m,2000M,16000,0,mrpc,val,0.7138964577656676,0.8148148148148148,0.2664922802340789
babylm3,60m,2000M,16000,0,multirc,test,0.6202557755775577,0.5634337206544937,0.22766354418873236
babylm3,60m,2000M,16000,0,multirc,val,0.659605026929982,0.6092333058532564,0.309046270452152
babylm3,60m,2000M,16000,0,qqp,test,0.8827850605985654,0.8410105008890529,0.7481870701161368
babylm3,60m,2000M,16000,0,qqp,val,0.8841280747560808,0.8437245162725183,0.7516716917031475
babylm3,60m,2000M,16000,0,rte,test,0.51985559566787,0.5460750853242321,0.04969175498845215
babylm3,60m,2000M,16000,0,rte,val,0.5742971887550201,0.5619834710743802,0.14858854684802733
babylm3,60m,2000M,16000,0,wsc,test,0.6346153846153846,0.0,0.0
babylm3,60m,2000M,16000,0,wsc,val,0.5357142857142857,0.0,0.0
babylm3,60m,2000M,16000,1,boolq,test,0.6810397553516819,0.7537190082644628,0.3052141920662945
babylm3,60m,2000M,16000,1,boolq,val,0.7009544008483564,0.7736757624398074,0.3417824786495203
babylm3,60m,2000M,16000,1,mnli,test,0.7519103413143148,0.7512756657353755,0.6279299603280833
babylm3,60m,2000M,16000,1,mnli,val,0.755060986478572,0.7550106301635733,0.6326040643194348
babylm3,60m,2000M,16000,1,mrpc,test,0.7426470588235294,0.8264462809917356,0.35611671278925616
babylm3,60m,2000M,16000,1,mrpc,val,0.7520435967302452,0.8233009708737864,0.4128131610463943
babylm3,60m,2000M,16000,1,multirc,test,0.596947194719472,0.549562010142923,0.186684564527313
babylm3,60m,2000M,16000,1,multirc,val,0.6394973070017953,0.5951612903225807,0.2704348332021601
babylm3,60m,2000M,16000,1,qqp,test,0.8824635171902053,0.8385759902167267,0.7463000137685617
babylm3,60m,2000M,16000,1,qqp,val,0.8841280747560808,0.8423217892138529,0.7507621749654192
babylm3,60m,2000M,16000,1,rte,test,0.5415162454873647,0.5058365758754864,0.07858068511186929
babylm3,60m,2000M,16000,1,rte,val,0.5903614457831325,0.5486725663716814,0.1830120142475449
babylm3,60m,2000M,16000,1,wsc,test,0.6346153846153846,0.0,0.0
babylm3,60m,2000M,16000,1,wsc,val,0.5357142857142857,0.0,0.0
babylm3,60m,2000M,16000,2,boolq,test,0.6847094801223241,0.7714475726003104,0.29349326047096597
babylm3,60m,2000M,16000,2,boolq,val,0.7104984093319194,0.7920792079207921,0.35268488268298276
babylm3,60m,2000M,16000,2,mnli,test,0.7520122261844117,0.7513633717927419,0.6284186098884756
babylm3,60m,2000M,16000,2,mnli,val,0.7559267652975478,0.7556522166572296,0.6339608454028984
babylm3,60m,2000M,16000,2,mrpc,test,0.75,0.840625,0.36553799344411536
babylm3,60m,2000M,16000,2,mrpc,val,0.7275204359673024,0.8220640569395018,0.3115742820524651
babylm3,60m,2000M,16000,2,multirc,test,0.6260313531353136,0.5132885906040269,0.21976408576702863
babylm3,60m,2000M,16000,2,multirc,val,0.6470377019748653,0.5694261936049059,0.27960282295257205
babylm3,60m,2000M,16000,2,qqp,test,0.8827108582735592,0.8404978136562394,0.7477557859255809
babylm3,60m,2000M,16000,2,qqp,val,0.8846777518208053,0.8443735627920778,0.7527849865944145
babylm3,60m,2000M,16000,2,rte,test,0.5848375451263538,0.5267489711934157,0.16255124147484765
babylm3,60m,2000M,16000,2,rte,val,0.5863453815261044,0.5209302325581395,0.1781831153690836
babylm3,60m,2000M,16000,2,wsc,test,0.6346153846153846,0.0,0.0
babylm3,60m,2000M,16000,2,wsc,val,0.5357142857142857,0.0,0.0
babylm3,60m,250M,16000,0,boolq,test,0.6645259938837921,0.7517537904503281,0.25215109951502024
babylm3,60m,250M,16000,0,boolq,val,0.6882290562036055,0.7727975270479135,0.30163663008404074
babylm3,60m,250M,16000,0,mnli,test,0.7389709628120225,0.7382838398702591,0.6083625683561492
babylm3,60m,250M,16000,0,mnli,val,0.7400371775610501,0.7398734915949717,0.6102417257555426
babylm3,60m,250M,16000,0,mrpc,test,0.7181372549019608,0.8111658456486043,0.28603385199313763
babylm3,60m,250M,16000,0,mrpc,val,0.7329700272479565,0.8171641791044776,0.3453547212051571
babylm3,60m,250M,16000,0,multirc,test,0.6132425742574258,0.5040994445913779,0.19450249271792036
babylm3,60m,250M,16000,0,multirc,val,0.6265709156193896,0.5450568678915135,0.23704553126592565
babylm3,60m,250M,16000,0,qqp,test,0.8636655948553055,0.8166943797805122,0.70827561367602
babylm3,60m,250M,16000,0,qqp,val,0.8644771196921809,0.8184796613289159,0.7104774424002844
babylm3,60m,250M,16000,0,rte,test,0.5523465703971119,0.5373134328358209,0.10426575389121827
babylm3,60m,250M,16000,0,rte,val,0.5301204819277109,0.4935064935064935,0.060275361346216694
babylm3,60m,250M,16000,0,wsc,test,0.6346153846153846,0.0,0.0
babylm3,60m,250M,16000,0,wsc,val,0.5357142857142857,0.0,0.0
babylm3,60m,250M,16000,1,boolq,test,0.6565749235474007,0.7390192888682314,0.24458865452508188
babylm3,60m,250M,16000,1,boolq,val,0.6733828207847296,0.7512116316639742,0.2823426557372347
babylm3,60m,250M,16000,1,mnli,test,0.7344880285277636,0.733555136229819,0.6014069494791265
babylm3,60m,250M,16000,1,mnli,val,0.7388149015813196,0.738436369644246,0.6086782886139577
babylm3,60m,250M,16000,1,mrpc,test,0.7745098039215687,0.8506493506493507,0.43867076060221016
babylm3,60m,250M,16000,1,mrpc,val,0.7438692098092643,0.821969696969697,0.38038171195309917
babylm3,60m,250M,16000,1,multirc,test,0.6000412541254125,0.49857770881820535,0.17014000845163782
babylm3,60m,250M,16000,1,multirc,val,0.6351885098743267,0.5702199661590525,0.25708191377126827
babylm3,60m,250M,16000,1,qqp,test,0.8612663863467722,0.8120119314944532,0.7020864400853981
babylm3,60m,250M,16000,1,qqp,val,0.8675278274014017,0.8222975962247456,0.716792580262345
babylm3,60m,250M,16000,1,rte,test,0.5379061371841155,0.5151515151515151,0.0738283257201091
babylm3,60m,250M,16000,1,rte,val,0.6144578313253012,0.6033057851239669,0.22902017329402471
babylm3,60m,250M,16000,1,wsc,test,0.6346153846153846,0.0,0.0
babylm3,60m,250M,16000,1,wsc,val,0.5357142857142857,0.0,0.0
babylm3,60m,250M,16000,2,boolq,test,0.6565749235474007,0.749274391605269,0.22845813015724573
babylm3,60m,250M,16000,2,boolq,val,0.6776246023329798,0.7636080870917574,0.2783436510182406
babylm3,60m,250M,16000,2,mnli,test,0.7374426897605706,0.7367228052006697,0.6059628960619203
babylm3,60m,250M,16000,2,mnli,val,0.739502431819918,0.7391504105265428,0.6096706705735095
babylm3,60m,250M,16000,2,mrpc,test,0.7254901960784313,0.8308157099697885,0.2878185799232068
babylm3,60m,250M,16000,2,mrpc,val,0.7193460490463215,0.8221070811744386,0.2803857988165247
babylm3,60m,250M,16000,2,multirc,test,0.6062293729372937,0.5257142857142857,0.18991160649238986
babylm3,60m,250M,16000,2,multirc,val,0.6262118491921005,0.5664306538942108,0.24003251717437504
babylm3,60m,250M,16000,2,qqp,test,0.8666336878555528,0.8204940408815501,0.7144836759405897
babylm3,60m,250M,16000,2,qqp,val,0.8672804727222757,0.8226913897558289,0.7168295782779129
babylm3,60m,250M,16000,2,rte,test,0.5415162454873647,0.5278810408921933,0.08295926165919344
babylm3,60m,250M,16000,2,rte,val,0.5903614457831325,0.5714285714285714,0.18103060718973218
babylm3,60m,250M,16000,2,wsc,test,0.6346153846153846,0.0,0.0
babylm3,60m,250M,16000,2,wsc,val,0.5357142857142857,0.0,0.0
babylm3,60m,25M,16000,0,boolq,test,0.6568807339449542,0.7603588210166595,0.21395951430424925
babylm3,60m,25M,16000,0,boolq,val,0.6564156945917285,0.7628111273792094,0.20672019702854239
babylm3,60m,25M,16000,0,mnli,test,0.655425369332654,0.6548584971828934,0.48297985827133816
babylm3,60m,25M,16000,0,mnli,val,0.6448778997224415,0.6447826865104339,0.4677469555281799
babylm3,60m,25M,16000,0,mrpc,test,0.6911764705882353,0.8157894736842105,0.1265727926318501
babylm3,60m,25M,16000,0,mrpc,val,0.6839237057220708,0.8092105263157895,0.11618983367891948
babylm3,60m,25M,16000,0,multirc,test,0.58003300330033,0.37082818294190356,0.10069187144647936
babylm3,60m,25M,16000,0,multirc,val,0.5956912028725314,0.5030891438658429,0.17202072685563716
babylm3,60m,25M,16000,0,qqp,test,0.8330200346277516,0.7764347451733616,0.6433880368379028
babylm3,60m,25M,16000,0,qqp,val,0.8348495259035317,0.780861383611101,0.6487695612895991
babylm3,60m,25M,16000,0,rte,test,0.4657039711191336,0.5,-0.05941418086629739
babylm3,60m,25M,16000,0,rte,val,0.570281124497992,0.608058608058608,0.14417282032918463
babylm3,60m,25M,16000,0,wsc,test,0.6346153846153846,0.0,0.0
babylm3,60m,25M,16000,0,wsc,val,0.5357142857142857,0.0,0.0
babylm3,60m,25M,16000,1,boolq,test,0.6709480122324158,0.7576576576576577,0.2654504434820875
babylm3,60m,25M,16000,1,boolq,val,0.6680805938494168,0.7571761055081458,0.25505598160854154
babylm3,60m,25M,16000,1,mnli,test,0.6682628629648497,0.6675351016774359,0.5022385902114908
babylm3,60m,25M,16000,1,mnli,val,0.6620152275215808,0.6618754406592724,0.49345399693018827
babylm3,60m,25M,16000,1,mrpc,test,0.7107843137254902,0.8167701863354038,0.23010725230439272
babylm3,60m,25M,16000,1,mrpc,val,0.7057220708446866,0.8091872791519434,0.2415099288075794
babylm3,60m,25M,16000,1,multirc,test,0.5790016501650165,0.42000568343279343,0.11025819192118161
babylm3,60m,25M,16000,1,multirc,val,0.5956912028725314,0.520442930153322,0.17528380893925358
babylm3,60m,25M,16000,1,qqp,test,0.8351471679445956,0.7777518423421922,0.6467888481954424
babylm3,60m,25M,16000,1,qqp,val,0.8359213961797444,0.7798997198053385,0.6491969973587296
babylm3,60m,25M,16000,1,rte,test,0.5415162454873647,0.5665529010238908,0.09371504752086553
babylm3,60m,25M,16000,1,rte,val,0.570281124497992,0.5770750988142292,0.14080054580300677
babylm3,60m,25M,16000,1,wsc,test,0.6346153846153846,0.0,0.0
babylm3,60m,25M,16000,1,wsc,val,0.5357142857142857,0.0,0.0
babylm3,60m,25M,16000,2,boolq,test,0.6642201834862386,0.7410377358490566,0.2677432069270158
babylm3,60m,25M,16000,2,boolq,val,0.6680805938494168,0.7423868312757201,0.27839837893053465
babylm3,60m,25M,16000,2,mnli,test,0.6599083036169129,0.6593574175434496,0.4896626683087388
babylm3,60m,25M,16000,2,mnli,val,0.6566423060273484,0.6564999508353484,0.48535310014982375
babylm3,60m,25M,16000,2,mrpc,test,0.7279411764705882,0.8289676425269645,0.28992867937883177
babylm3,60m,25M,16000,2,mrpc,val,0.7002724795640327,0.8070175438596491,0.2202213965570322
babylm3,60m,25M,16000,2,multirc,test,0.5752887788778878,0.3895641861844056,0.09550819845303045
babylm3,60m,25M,16000,2,multirc,val,0.577737881508079,0.4873583260680035,0.1357550733198714
babylm3,60m,25M,16000,2,qqp,test,0.8337620578778135,0.7723315605839911,0.6414887140342401
babylm3,60m,25M,16000,2,qqp,val,0.8361137831523979,0.7776244639194481,0.6478723592821845
babylm3,60m,25M,16000,2,rte,test,0.5126353790613718,0.466403162055336,0.01898232312053698
babylm3,60m,25M,16000,2,rte,val,0.5742971887550201,0.5583333333333333,0.14866827662769522
babylm3,60m,25M,16000,2,wsc,test,0.6346153846153846,0.0,0.0
babylm3,60m,25M,16000,2,wsc,val,0.5357142857142857,0.0,0.0
babylm3,60m,500M,16000,0,boolq,test,0.6688073394495413,0.7523439286530985,0.2658511628217008
babylm3,60m,500M,16000,0,boolq,val,0.6839872746553552,0.7642405063291139,0.298712834669485
babylm3,60m,500M,16000,0,mnli,test,0.7469179826795721,0.7458400660939694,0.6199381681952412
babylm3,60m,500M,16000,0,mnli,val,0.7468360876983016,0.7464724877272543,0.6205955011259501
babylm3,60m,500M,16000,0,mrpc,test,0.7475490196078431,0.8352,0.3582339860632585
babylm3,60m,500M,16000,0,mrpc,val,0.7547683923705722,0.8351648351648352,0.3966901891947315
babylm3,60m,500M,16000,0,multirc,test,0.6270627062706271,0.5252100840336135,0.2246470441536072
babylm3,60m,500M,16000,0,multirc,val,0.6344703770197486,0.5459411239964318,0.2526727732205455
babylm3,60m,500M,16000,0,qqp,test,0.8772693544397725,0.8349301397205589,0.7373543764800489
babylm3,60m,500M,16000,0,qqp,val,0.8775044661261509,0.8361577767158034,0.7385044003206875
babylm3,60m,500M,16000,0,rte,test,0.5703971119133574,0.5882352941176471,0.15013203357145855
babylm3,60m,500M,16000,0,rte,val,0.5502008032128514,0.5447154471544715,0.10034200355792665
babylm3,60m,500M,16000,0,wsc,test,0.6346153846153846,0.0,0.0
babylm3,60m,500M,16000,0,wsc,val,0.5357142857142857,0.0,0.0
babylm3,60m,500M,16000,1,boolq,test,0.6685015290519878,0.7513761467889908,0.2662552700154686
babylm3,60m,500M,16000,1,boolq,val,0.6871686108165429,0.766798418972332,0.30574747317402867
babylm3,60m,500M,16000,1,mnli,test,0.7473255221599593,0.7469154864080628,0.6210195120071168
babylm3,60m,500M,16000,1,mnli,val,0.7468870158641236,0.7468002995116539,0.6205155819957631
babylm3,60m,500M,16000,1,mrpc,test,0.7377450980392157,0.8309636650868878,0.3255072625429101
babylm3,60m,500M,16000,1,mrpc,val,0.7465940054495913,0.8312159709618875,0.3719894169339667
babylm3,60m,500M,16000,1,multirc,test,0.6103547854785478,0.52974856858352,0.19805787200775615
babylm3,60m,500M,16000,1,multirc,val,0.6380610412926392,0.5717926932880204,0.2626734094280467
babylm3,60m,500M,16000,1,qqp,test,0.8744249319812021,0.8298535473708905,0.7303512494993888
babylm3,60m,500M,16000,1,qqp,val,0.8784389171361825,0.8362761428835832,0.7396379465923835
babylm3,60m,500M,16000,1,rte,test,0.5703971119133574,0.5405405405405406,0.1372848117728785
babylm3,60m,500M,16000,1,rte,val,0.6224899598393574,0.5982905982905983,0.2461895520828586
babylm3,60m,500M,16000,1,wsc,test,0.6346153846153846,0.0,0.0
babylm3,60m,500M,16000,1,wsc,val,0.5357142857142857,0.0,0.0
babylm3,60m,500M,16000,2,boolq,test,0.674006116207951,0.7605570530098832,0.2717384239149789
babylm3,60m,500M,16000,2,boolq,val,0.6935312831389183,0.7743950039032006,0.31679209693982796
babylm3,60m,500M,16000,2,mnli,test,0.7516046867040245,0.7509707275758871,0.6273173428098888
babylm3,60m,500M,16000,2,mnli,val,0.7499936339792722,0.7497196699296431,0.6252424624778843
babylm3,60m,500M,16000,2,mrpc,test,0.7696078431372549,0.8464052287581699,0.4257661337890226
babylm3,60m,500M,16000,2,mrpc,val,0.7520435967302452,0.8311688311688312,0.39298963947419924
babylm3,60m,500M,16000,2,multirc,test,0.6056105610561056,0.5186304128902316,0.18626897332051925
babylm3,60m,500M,16000,2,multirc,val,0.644524236983842,0.5732758620689655,0.2751043404265513
babylm3,60m,500M,16000,2,qqp,test,0.876428394756369,0.8323264867767486,0.7344892987070509
babylm3,60m,500M,16000,2,qqp,val,0.8764600797031744,0.8341144776174484,0.7357700187722173
babylm3,60m,500M,16000,2,rte,test,0.5848375451263538,0.5454545454545454,0.16463615980720575
babylm3,60m,500M,16000,2,rte,val,0.6144578313253012,0.5789473684210527,0.2314148949355138
babylm3,60m,500M,16000,2,wsc,test,0.625,0.0,-0.07476549589407633
babylm3,60m,500M,16000,2,wsc,val,0.5357142857142857,0.0,0.0
babylm3,60m,50M,16000,0,boolq,test,0.6623853211009174,0.7537912578055308,0.2418611285005934
babylm3,60m,50M,16000,0,boolq,val,0.6744432661717922,0.7651109410864575,0.26575857876141884
babylm3,60m,50M,16000,0,mnli,test,0.6967906265919511,0.6962221071980856,0.5451158675181487
babylm3,60m,50M,16000,0,mnli,val,0.6929286241756003,0.6927707914081521,0.5396751481526033
babylm3,60m,50M,16000,0,mrpc,test,0.6862745098039216,0.8134110787172012,0.07289706481174742
babylm3,60m,50M,16000,0,mrpc,val,0.6757493188010899,0.8058727569331158,0.02779258605985134
babylm3,60m,50M,16000,0,multirc,test,0.585602310231023,0.4454871653325973,0.12915701556180112
babylm3,60m,50M,16000,0,multirc,val,0.6014362657091562,0.5203111495246326,0.18575562089864533
babylm3,60m,50M,16000,0,qqp,test,0.8355181795696265,0.7762298943401306,0.6462028845254328
babylm3,60m,50M,16000,0,qqp,val,0.8362237185653428,0.7785499275335389,0.648615354344212
babylm3,60m,50M,16000,0,rte,test,0.5234657039711191,0.5285714285714286,0.05125927945295501
babylm3,60m,50M,16000,0,rte,val,0.5421686746987951,0.5289256198347108,0.0842432456912294
babylm3,60m,50M,16000,0,wsc,test,0.6346153846153846,0.0,0.0
babylm3,60m,50M,16000,0,wsc,val,0.5357142857142857,0.0,0.0
babylm3,60m,50M,16000,1,boolq,test,0.6654434250764526,0.7520398912058024,0.25485903110089325
babylm3,60m,50M,16000,1,boolq,val,0.672322375397667,0.7595330739299611,0.2661309849913906
babylm3,60m,50M,16000,1,mnli,test,0.6931227712684667,0.6923218677722399,0.5394340618673416
babylm3,60m,50M,16000,1,mnli,val,0.6955768887983499,0.6952358132355042,0.5437056069140409
babylm3,60m,50M,16000,1,mrpc,test,0.7156862745098039,0.8215384615384616,0.24416029890869276
babylm3,60m,50M,16000,1,mrpc,val,0.7029972752043597,0.8097731239092496,0.22639804688036744
babylm3,60m,50M,16000,1,multirc,test,0.5763201320132013,0.443058568329718,0.1120256780421887
